Student_ID,Name,Email,Phone,Skills,Qualification,Location_Preferences,Sector_Interests,Social_Category,Past_Internship_Participation,Preferred_Job_Type,Experience
S00046,Kayla Ware,hartmanandrew@example.net,9007515497,"['HTML', 'Video Editing', 'Cloud Security', 'Tourism', 'Smart Contracts', 'Accounting', 'UI Design']",B.Tech CSE,"['Pune', 'Chennai']",['Data Science'],OBC,False,Full-time,8
S00047,Paul Petty,cookkenneth@example.com,9616546943,"['Interior Design', 'UX Research', 'Probability']",B.Tech IT,"['Bangalore', 'Jaipur', 'Lucknow', 'Mumbai']","['UI/UX', 'Cybersecurity', 'Finance']",EWS,True,Full-time,25
S00048,Jason Ibarra,richard80@example.net,3245624630,"['SQL', 'Design', 'Python', 'Sketch']",B.Sc Maths,['Delhi'],"['IoT', 'Web Development', 'Cybersecurity']",SC,False,Remote,8
S00049,Tammy Santos,dunnchristina@example.net,1477276161,"['SQL', 'Networking', 'Ethereum', 'AWS', 'Git']",MCA,"['Delhi', 'Bangalore', 'Hyderabad', 'Pune']","['Data Science', 'UI/UX', 'Blockchain']",SC,False,Internship,2
S00050,Robert Jackson,bateseric@example.net,2938219748,"['Architecture', 'Node.js', 'Kubernetes', 'Hospitality', 'React', 'Video Production']",M.Tech CS,"['Kolkata', 'Lucknow', 'Mumbai']",['Software'],General,True,Remote,6
S00051,Melissa Levine,stephanieterrell@example.com,1353936813,"['Deep Learning', 'NGO Work', 'UI Design', 'C++', 'Accounting', 'DevOps', 'Actuarial', 'Video Editing']",B.Sc Physics,"['Delhi', 'Bangalore', 'Chennai', 'Pune']","['Data Science', 'Software', 'Finance']",OBC,True,Full-time,20
S00052,Cindy Moran,lsimmons@example.net,0152699849,"['NGO Work', 'Content Writing', 'Recruitment', 'Digital Marketing', 'Communication', 'Figma']",B.Sc Physics,"['Pune', 'Mumbai', 'Remote']","['Cybersecurity', 'AI/ML', 'Software']",OBC,True,Remote,12
S00053,Shawna Johnson,christopher95@example.net,1860637340,"['Azure', 'Actuarial', 'PowerBI', 'Data Analysis', 'Motion Graphics', 'Employee Engagement', 'Smart Contracts', 'Cloud Security', 'Probability']",B.Tech CSE,"['Mumbai', 'Chennai', 'Jaipur']",['Finance'],OBC,True,Part-time,9
S00054,Anthony Taylor,dean50@example.com,1153542646,"['Marketing Research', 'Video Editing', 'Figma']",M.Tech CS,['Lucknow'],"['IoT', 'Cybersecurity', 'Cloud Computing']",OBC,False,Internship,34
S00055,April Gregory,christopher94@example.com,0709072663,"['Azure', 'Data Engineering', 'Project Management', 'PowerBI', 'Solidity', 'Accounting']",B.Sc Maths,"['Chennai', 'Kolkata', 'Bangalore', 'Remote']","['Finance', 'Cloud Computing', 'Software']",OBC,True,Remote,22
S00056,Maurice Thomas,debrasanchez@example.org,3476445730,"['Data Engineering', 'Deep Learning', 'UX Research', 'Hospitality', 'Computer Vision', 'Social Media']",B.Tech ME,['Bangalore'],['Data Science'],General,True,Internship,4
S00057,Michael Washington,alee@example.org,4431521134,"['Documentation', 'Git']",B.Tech ECE,"['Hyderabad', 'Kolkata', 'Delhi', 'Pune']",['IoT'],ST,True,Full-time,7
S00058,Michael Brown,laceyreynolds@example.com,7942467676,"['Smart Contracts', 'Architecture', 'Government Affairs', 'Tableau', 'Accounting', 'Textile Design', 'Digital Marketing', 'Taxation']",B.Sc IT,"['Mumbai', 'Chennai']",['Data Science'],SC,True,Full-time,33
S00059,Sharon Gregory,pconner@example.com,6308161707,"['Java', 'Networking']",B.Sc Maths,['Mumbai'],['Software'],EWS,True,Internship,32
S00060,Gary Lopez,lspears@example.org,2891479385,"['Ethereum', 'Hospitality', 'UX Research', 'SQL', 'Investment Banking', 'AWS', 'Docker', 'Blockchain', 'Cloud Security', 'Game Development']",B.Tech ME,"['Pune', 'Bangalore', 'Remote']","['Software', 'Data Science']",OBC,False,Full-time,20
S00061,Stefanie Gonzales,jonathanward@example.net,7859494226,"['Content Writing', 'Adobe XD', 'Civil Planning', 'Docker', 'Interior Design']",B.Tech ME,"['Pune', 'Bangalore', 'Jaipur', 'Chennai']","['Cloud Computing', 'UI/UX', 'Software']",ST,True,Full-time,22
S00062,Leslie Ramirez,qmoore@example.com,7465922609,"['NLP', 'Project Management', 'Excel', 'Branding']",B.Sc Physics,"['Bangalore', 'Remote']","['Cybersecurity', 'Finance', 'IoT']",ST,False,Remote,27
S00063,Alyssa Williams,katiecastillo@example.net,5755213399,"['Excel', 'NLP', 'Project Management', 'Actuarial', 'Branding']",B.Tech ME,"['Hyderabad', 'Jaipur', 'Bangalore']","['IoT', 'Finance']",General,False,Remote,29
S00064,Melissa Meyer,zanderson@example.com,6585385246,"['Interaction Design', 'Branding']",M.Tech CS,['Kolkata'],['Web Development'],OBC,True,Full-time,15
S00065,Christine Hicks,vchang@example.org,0586001973,"['Analytics', 'Event Management', 'Kubernetes', 'Helpdesk', 'Game Development', 'React', 'Accounting']",B.Sc Physics,"['Jaipur', 'Delhi', 'Mumbai', 'Remote']","['Cybersecurity', 'AI/ML', 'Finance']",OBC,False,Full-time,10
S00066,Julie Garcia,mwest@example.net,0647560151,"['Operations', 'Penetration Testing', 'Java', 'Statistics']",B.Sc Physics,"['Pune', 'Bangalore', 'Mumbai', 'Chennai']","['Cybersecurity', 'IoT']",EWS,True,Internship,6
S00067,Justin Christian,stonerobert@example.com,1108275707,"['Helpdesk', 'Deep Learning', 'Excel', 'Docker', 'Equity Research', 'Investment Banking', 'Employee Engagement']",B.Sc IT,"['Remote', 'Delhi', 'Kolkata']","['UI/UX', 'Finance']",EWS,False,Part-time,13
S00068,Noah Browning,james43@example.net,3784950398,"['Public Policy', 'NLP', 'UI/UX', 'Recruitment', 'Docker']",B.Sc IT,"['Delhi', 'Jaipur', 'Chennai']","['Blockchain', 'Cybersecurity', 'AI/ML']",OBC,True,Remote,23
S00069,Amanda Blair,hillnathaniel@example.net,7332957081,"['Research', 'Embedded Systems', 'Azure']",B.Tech IT,['Hyderabad'],"['IoT', 'AI/ML', 'UI/UX']",EWS,False,Remote,15
S00070,Timothy Love,cynthia89@example.org,7369576159,"['Business Intelligence', 'NLP']",B.Sc IT,['Jaipur'],"['Software', 'Blockchain', 'UI/UX']",OBC,True,Full-time,18
S00071,Frank Davis,frankjose@example.com,4108195564,"['NLP', 'Business Intelligence']",B.Tech CSE,"['Delhi', 'Remote']","['Web Development', 'IoT', 'Blockchain']",EWS,True,Full-time,6
S00072,Diana Norris,melaniegutierrez@example.org,2466384966,"['Architecture', 'IT Support', 'C++', 'SQL', 'UI/UX', 'Kubernetes']",B.Tech IT,"['Lucknow', 'Pune', 'Chennai', 'Jaipur']","['Cloud Computing', 'AI/ML']",EWS,True,Part-time,29
S00073,Amanda Knox,conwaypeter@example.org,3729438168,"['Civil Planning', 'Photography', 'Excel', 'Robotics', 'Renewable Energy']",M.Tech CS,"['Hyderabad', 'Remote', 'Mumbai', 'Chennai']","['Finance', 'Data Science', 'Software']",ST,True,Remote,19
S00074,Belinda Ford,aking@example.net,6515556364,"['Renewable Energy', 'Statistics', 'Tourism', 'UI/UX', 'Social Media', 'Sound Engineering', 'Interaction Design']",B.Sc Physics,['Mumbai'],"['Cybersecurity', 'Blockchain', 'UI/UX']",General,True,Remote,10
S00075,Megan Adams,laurarivera@example.com,9338408366,"['Event Management', 'React', 'Excel', 'Project Management']",MCA,"['Lucknow', 'Jaipur']","['Software', 'Finance']",EWS,False,Part-time,30
S00076,Shaun Hardy,kelseysavage@example.net,4523162239,"['Civil Planning', 'SEO', 'Content Writing']",B.Sc Maths,['Delhi'],['Finance'],ST,False,Full-time,0
S00077,Matthew Evans,markrowe@example.com,4958887019,"['Architecture', 'Textile Design', 'Content Writing', 'Public Policy', 'Robotics', 'Data Analysis']",B.Sc Physics,"['Jaipur', 'Chennai', 'Delhi']","['AI/ML', 'Finance']",General,True,Remote,5
S00078,Olivia Hanna,randycole@example.org,4076194431,"['Social Media', 'React', 'Linux', 'Statistics', 'Product Management']",B.Tech IT,"['Jaipur', 'Chennai', 'Kolkata']",['Data Science'],ST,False,Part-time,1
S00079,Eddie Jimenez,david74@example.com,8250824409,"['Smart Contracts', 'Python', 'Hospitality', 'Textile Design', 'Probability', 'DevOps', 'Azure', 'Animation']",M.Tech CS,"['Pune', 'Kolkata', 'Hyderabad']","['Cybersecurity', 'Web Development', 'Data Science']",OBC,False,Part-time,31
S00080,Lee Rich,fharrington@example.com,8950127870,"['Textile Design', 'DevOps', 'Hospitality', 'Probability', 'Animation', 'Python', 'NGO Work', 'Azure', 'Smart Contracts', 'Machine Learning']",MCA,"['Jaipur', 'Delhi']","['Finance', 'Cybersecurity', 'Cloud Computing']",ST,True,Full-time,33
S00081,Kerry Johnson,ccruz@example.org,3185753559,"['Hospitality', 'Computer Vision', 'Deep Learning', 'UX Research', 'Social Media']",B.Tech ME,['Hyderabad'],"['Blockchain', 'UI/UX', 'Web Development']",General,False,Remote,36
S00082,Mark Carr,hermanjessica@example.com,7859684176,"['Marketing Research', 'Linux', 'React']",B.Tech IT,"['Lucknow', 'Chennai', 'Pune']","['Blockchain', 'Software']",OBC,True,Full-time,23
S00083,Danielle Ellis,janice99@example.net,4062179023,"['SQL', 'AWS', 'Embedded Systems', 'Content Writing', 'Excel', 'Statistics', 'Equity Research']",B.Tech ECE,['Jaipur'],"['Blockchain', 'Cloud Computing']",General,False,Remote,10
S00084,Manuel Hayes,marieyoung@example.com,9865350784,"['Tableau', 'Video Editing']",B.Tech ECE,"['Mumbai', 'Chennai', 'Kolkata']","['UI/UX', 'AI/ML', 'IoT']",SC,True,Full-time,12
S00085,Laura Cook,kyle97@example.org,0008973311,"['Node.js', 'Analytics', 'Digital Marketing', 'Linux']",B.Sc Maths,['Jaipur'],['Cloud Computing'],OBC,False,Internship,21
S00086,Katherine Andrews,atkinsonstephanie@example.net,8365958800,"['NLP', 'Civil Planning']",B.Sc Physics,['Mumbai'],"['Cybersecurity', 'Cloud Computing']",General,True,Internship,29
S00087,Jose Lawson,carmenlewis@example.net,5766424205,"['Ethereum', 'Project Management']",B.Tech CSE,"['Hyderabad', 'Chennai', 'Mumbai']",['Blockchain'],OBC,True,Part-time,27
S00088,Jennifer Ramirez,ataylor@example.com,6404775009,"['Civil Planning', 'Adobe XD', 'Product Management', 'Machine Learning', 'UI/UX', 'JavaScript', 'Ethereum']",B.Tech ME,"['Mumbai', 'Remote']",['Data Science'],ST,True,Remote,28
S00089,Marie Werner,michaelwright@example.net,5604158624,"['Renewable Energy', 'Recruitment', 'Product Management']",M.Tech CS,['Lucknow'],"['Data Science', 'Blockchain', 'Cloud Computing']",General,True,Full-time,0
S00090,Jodi Gomez,dylanromero@example.net,6892249026,"['Video Editing', 'Cloud Computing', 'Ethereum']",B.Tech ME,"['Kolkata', 'Pune']","['IoT', 'Data Science']",SC,True,Part-time,21
S00091,Kristin Perez,laurenhunter@example.com,0777038178,"['Cybersecurity', 'Renewable Energy', 'Kubernetes']",MCA,"['Chennai', 'Remote']","['UI/UX', 'Cloud Computing', 'Finance']",ST,False,Full-time,25
S00092,Autumn Robertson,kcooley@example.org,1467554031,"['Hospitality', 'Interaction Design']",MCA,"['Bangalore', 'Chennai']",['UI/UX'],SC,True,Full-time,23
S00093,Carrie Bell,jeremymiller@example.org,5074657324,"['AWS', 'Fashion Design', 'Kubernetes']",B.Tech ECE,"['Hyderabad', 'Pune']","['UI/UX', 'Finance']",EWS,False,Part-time,29
S00094,Ronnie Cox,kristigriffith@example.org,1360479121,"['Probability', 'Cloud Security', 'Employee Engagement']",B.Sc Maths,"['Chennai', 'Hyderabad', 'Bangalore', 'Pune']","['UI/UX', 'Software']",ST,True,Remote,9
S00095,John Solomon,mgilbert@example.net,4401888200,"['Docker', 'Content Writing', 'Civil Planning', 'Adobe XD', 'Interior Design']",MCA,"['Chennai', 'Jaipur', 'Remote', 'Bangalore']","['Data Science', 'Software', 'Cloud Computing']",General,False,Part-time,6
S00096,Jeffrey Martinez,ugonzalez@example.com,2995503566,"['Sustainability', 'Machine Learning']",B.Tech IT,['Remote'],"['Cybersecurity', 'AI/ML']",EWS,False,Internship,29
S00097,Randy Gilbert,schultzkimberly@example.org,7300533686,"['Tourism', 'Blockchain', 'Motion Graphics']",B.Sc Physics,"['Mumbai', 'Lucknow', 'Kolkata', 'Pune']","['Data Science', 'AI/ML', 'Cybersecurity']",OBC,False,Remote,34
S00098,Jamie Reynolds,murilloevan@example.com,1650256431,"['Investment Banking', 'Kubernetes', 'SEO', 'React', 'Marketing Research', 'Renewable Energy', 'Cybersecurity']",B.Tech ECE,['Remote'],['AI/ML'],General,True,Remote,5
S00099,Cathy Olsen,aaronwall@example.net,7236854146,"['DevOps', 'Deep Learning']",B.Sc IT,"['Lucknow', 'Mumbai', 'Chennai']","['Blockchain', 'IoT', 'Finance']",OBC,False,Internship,33
S00100,Maria Davenport,hjones@example.org,4262114585,"['AWS', 'Civil Planning', 'Digital Marketing', 'Java', 'Figma', 'Interaction Design']",B.Sc IT,"['Jaipur', 'Remote']","['Web Development', 'Cloud Computing', 'UI/UX']",ST,True,Full-time,19
S00101,Tyler Newman Jr.,cathyroberts@example.com,8231247814,"['Project Management', 'Documentation']",B.Sc IT,"['Delhi', 'Pune']","['Cloud Computing', 'AI/ML', 'Blockchain']",General,False,Internship,2
S00102,Natalie Patterson,danielstein@example.net,3516422019,"['Actuarial', 'Excel', 'Branding', 'NLP']",B.Tech CSE,"['Jaipur', 'Bangalore', 'Remote', 'Lucknow']","['IoT', 'Software']",SC,False,Full-time,22
S00103,Tyrone Stone,gregorybutler@example.org,2602969299,"['Excel', 'NLP', 'Project Management']",B.Sc IT,['Kolkata'],"['Finance', 'Web Development', 'Software']",OBC,True,Remote,24
S00104,Taylor Lam,lawrence58@example.net,3497511162,"['Branding', 'Taxation']",B.Tech ME,['Kolkata'],['Cloud Computing'],ST,False,Internship,33
S00105,Robin Hodges,xsanchez@example.org,3435751660,"['Branding', 'Video Editing', 'SQL', 'Government Affairs']",B.Sc Physics,"['Hyderabad', 'Chennai', 'Lucknow', 'Bangalore']","['Data Science', 'Software']",General,False,Remote,24
S00106,Caitlin Garcia,garciashannon@example.com,8472131205,"['Hospitality', 'Social Media']",B.Tech IT,"['Bangalore', 'Mumbai', 'Hyderabad']","['IoT', 'Cloud Computing', 'Software']",EWS,False,Full-time,34
S00107,David Larsen,kimberlydrake@example.net,7457875595,"['Smart Contracts', 'NGO Work', 'Machine Learning', 'Python', 'Probability']",B.Tech ECE,"['Jaipur', 'Chennai']","['IoT', 'UI/UX', 'AI/ML']",ST,True,Remote,32
S00108,Lisa Nelson,huntkaren@example.com,8954563856,"['Solidity', 'Machine Learning', 'Interaction Design', 'Video Production', 'Robotics', 'CSS', 'Sustainability', 'UI/UX', 'Finance']",M.Tech CS,"['Remote', 'Chennai', 'Mumbai', 'Lucknow']",['Cloud Computing'],General,True,Internship,20
S00109,Nicole Baker,janet20@example.org,5810369915,"['Project Management', 'Actuarial', 'Documentation', 'DevOps', 'Design']",B.Tech ECE,"['Mumbai', 'Bangalore', 'Pune', 'Lucknow']","['Data Science', 'Finance', 'Cybersecurity']",OBC,True,Full-time,11
S00110,Christine Griffith,davidsanchez@example.org,3195136705,"['Video Editing', 'Accounting', 'Linux', 'C++', 'DevOps', 'Deep Learning', 'UI Design', 'Actuarial', 'NGO Work']",B.Sc Maths,"['Remote', 'Jaipur', 'Chennai', 'Delhi']","['IoT', 'Cybersecurity']",ST,True,Full-time,7
S00111,Jennifer Evans,sspence@example.net,0836174189,"['AWS', 'Animation']",MCA,"['Pune', 'Delhi']",['Cloud Computing'],General,False,Full-time,16
S00112,Jane Key,antoniotaylor@example.net,9182696560,"['Kubernetes', 'Motion Graphics', 'UI Design']",B.Sc IT,"['Mumbai', 'Pune']",['UI/UX'],OBC,False,Part-time,6
S00113,Noah Cook,jacob73@example.com,9080634001,"['UI Design', 'Video Editing', 'Deep Learning', 'Cloud Computing']",M.Tech CS,['Pune'],['AI/ML'],ST,False,Full-time,35
S00114,Lacey Burke,joshua12@example.net,5604083434,"['Content Writing', 'Textile Design', 'Employee Engagement', 'Marketing Research', 'Data Analysis', 'Solidity', 'React', 'PowerBI']",M.Tech CS,"['Bangalore', 'Pune', 'Hyderabad']","['Finance', 'IoT', 'Web Development']",General,False,Full-time,12
S00115,Kathy Jones,zdavis@example.org,1032285286,"['Accounting', 'Government Affairs', 'Architecture', 'Textile Design', 'Taxation', 'Smart Contracts', 'Digital Marketing', 'Sketch']",B.Sc Maths,"['Hyderabad', 'Chennai', 'Delhi', 'Pune']","['IoT', 'Software']",OBC,False,Internship,5
S00116,Nathan Macdonald,paige63@example.com,6158585889,"['Kubernetes', 'Government Affairs', 'Interaction Design', 'Documentation', 'Animation', 'Branding']",B.Tech IT,"['Chennai', 'Pune', 'Jaipur']","['Cybersecurity', 'Finance']",SC,False,Part-time,33
S00117,Michael Howard,waltonbrian@example.net,6330392832,"['C++', 'Linux']",B.Tech ME,"['Mumbai', 'Jaipur']",['Software'],SC,False,Full-time,7
