studentID,studentName,experience_months,studentSkills,studentLocationPref,InternshipID,InternshipTitle,InternshipSkills,InternshipLocation
1,Pooja Pau,5,"java,css,c",BR15,22,Trainee HR,"css,c++",Motihari
1,Pooja Pau,5,"java,css,c",BR15,23,Assistant Sales,"negotiation,c",Gurgaon
1,Pooja Pau,5,"java,css,c",BR15,24,Trainee Sales,"finance,css,sql",Sambhal
1,Pooja Pau,5,"java,css,c",BR15,25,Intern Marketing,"finance,marketing,c++",Moradabad
1,Pooja Pau,5,"java,css,c",BR15,26,Intern HR,"tableau,seo",Orai
1,Pooja Pau,5,"java,css,c",BR15,27,Assistant Consulting,"tableau,html,python",Proddatur
1,Pooja Pau,5,"java,css,c",BR15,28,Assistant Finance,"sql,powerbi,ml",Mira-Bhayandar
1,Pooja Pau,5,"java,css,c",BR15,29,Trainee HR,"html,c++,javascript,c",Gwalior
1,Pooja Pau,5,"java,css,c",BR15,30,Assistant Finance,"sql,java,python,tableau",Bhilwara
1,Pooja Pau,5,"java,css,c",BR15,31,Assistant Finance,"html,marketing",Ludhiana
1,Pooja Pau,5,"java,css,c",BR15,32,Intern HR,"css,sql,seo,sales",Malegaon
1,Pooja Pau,5,"java,css,c",BR15,33,Trainee HR,"communication,negotiation,powerbi,marketing",Hosur
1,Pooja Pau,5,"java,css,c",BR15,34,Trainee Data Science,"finance,html",Bhimavaram
1,Pooja Pau,5,"java,css,c",BR15,35,Intern Consulting,"seo,powerbi,react",Yamunanagar
1,Pooja Pau,5,"java,css,c",BR15,36,Intern Marketing,"seo,sql",Karaikudi
1,Pooja Pau,5,"java,css,c",BR15,37,Intern Marketing,"negotiation,sales,communication",Shivpuri
1,Pooja Pau,5,"java,css,c",BR15,38,Assistant Consulting,"sql,react,sales,ml",Kadapa
1,Pooja Pau,5,"java,css,c",BR15,39,Intern HR,"c++,nodejs,tableau,negotiation",Bareilly
1,Pooja Pau,5,"java,css,c",BR15,40,Trainee Sales,"python,sales,react,c++",Jamnagar
1,Pooja Pau,5,"java,css,c",BR15,41,Intern Finance,"nodejs,communication,c++",Dhanbad
1,Pooja Pau,5,"java,css,c",BR15,42,Assistant Marketing,"java,sql,c++,ml",Malegaon
1,Pooja Pau,5,"java,css,c",BR15,43,Assistant Finance,"seo,html,sql,nodejs",North Dumdum
1,Pooja Pau,5,"java,css,c",BR15,44,Trainee HR,"python,sql",Nellore
1,Pooja Pau,5,"java,css,c",BR15,45,Assistant IT,"seo,css,react,javascript",Srikakulam
1,Pooja Pau,5,"java,css,c",BR15,46,Intern HR,"sql,excel,java,sales",Bhusawal
1,Pooja Pau,5,"java,css,c",BR15,47,Assistant IT,"java,html",Ludhiana
1,Pooja Pau,5,"java,css,c",BR15,48,Assistant Data Science,"marketing,java",Kalyan-Dombivli
1,Pooja Pau,5,"java,css,c",BR15,49,Trainee IT,"c++,powerbi",Kolhapur
1,Pooja Pau,5,"java,css,c",BR15,50,Intern Marketing,"c++,negotiation,nodejs,html",Gaya
1,Pooja Pau,5,"java,css,c",BR15,51,Trainee HR,"ml,c",Dindigul
1,Pooja Pau,5,"java,css,c",BR15,52,Assistant Consulting,"finance,c++",Mysore
1,Pooja Pau,5,"java,css,c",BR15,53,Assistant HR,"seo,java",Bihar Sharif
1,Pooja Pau,5,"java,css,c",BR15,54,Trainee Consulting,"sql,negotiation",Guntur
1,Pooja Pau,5,"java,css,c",BR15,55,Intern Finance,"tableau,ml",Kishanganj
1,Pooja Pau,5,"java,css,c",BR15,56,Intern IT,"negotiation,c",Junagadh
1,Pooja Pau,5,"java,css,c",BR15,57,Intern Finance,"ml,java,marketing",Visakhapatnam
1,Pooja Pau,5,"java,css,c",BR15,58,Intern Finance,"c++,powerbi,css,excel",Bhind
1,Pooja Pau,5,"java,css,c",BR15,59,Intern HR,"negotiation,c",Dhanbad
1,Pooja Pau,5,"java,css,c",BR15,60,Intern Consulting,"tableau,marketing,excel,javascript",Gwalior
1,Pooja Pau,5,"java,css,c",BR15,61,Assistant HR,"powerbi,css",Tiruppur
1,Pooja Pau,5,"java,css,c",BR15,62,Trainee Sales,"nodejs,finance,excel",Bidar
1,Pooja Pau,5,"java,css,c",BR15,63,Assistant IT,"c,finance,react,marketing",Indore
1,Pooja Pau,5,"java,css,c",BR15,64,Assistant Data Science,"powerbi,tableau,c,java",Tinsukia
1,Pooja Pau,5,"java,css,c",BR15,65,Intern IT,"c++,react,finance,html",Bikaner
1,Pooja Pau,5,"java,css,c",BR15,66,Intern Finance,"html,react,css,ml",Muzaffarpur
1,Pooja Pau,5,"java,css,c",BR15,67,Trainee HR,"marketing,tableau,seo,sql",Bhubaneswar
1,Pooja Pau,5,"java,css,c",BR15,68,Intern Consulting,"css,sql,seo,nodejs",Chennai
1,Pooja Pau,5,"java,css,c",BR15,69,Trainee Sales,"finance,sql,marketing",Tiruchirappalli
1,Pooja Pau,5,"java,css,c",BR15,70,Assistant Sales,"communication,nodejs",Motihari
1,Pooja Pau,5,"java,css,c",BR15,71,Intern Finance,"seo,c++,marketing",Noida
1,Pooja Pau,5,"java,css,c",BR15,72,Assistant Data Science,"sql,tableau,communication,excel",Sonipat
1,Pooja Pau,5,"java,css,c",BR15,73,Assistant Consulting,"negotiation,marketing,c",Bikaner
1,Pooja Pau,5,"java,css,c",BR15,74,Assistant Finance,"excel,c,c++",Nashik
1,Pooja Pau,5,"java,css,c",BR15,75,Intern Marketing,"nodejs,marketing,seo,communication",Anantapuram
1,Pooja Pau,5,"java,css,c",BR15,76,Trainee HR,"sales,python,javascript,java",Davanagere
1,Pooja Pau,5,"java,css,c",BR15,77,Intern Finance,"html,powerbi",Hindupur
1,Pooja Pau,5,"java,css,c",BR15,78,Trainee Consulting,"excel,react,python,sales",Imphal
1,Pooja Pau,5,"java,css,c",BR15,79,Assistant Sales,"c,react,sql,finance",Muzaffarnagar
1,Pooja Pau,5,"java,css,c",BR15,80,Assistant HR,"nodejs,react",Bhiwani
1,Pooja Pau,5,"java,css,c",BR15,81,Assistant HR,"powerbi,java,css",Amaravati
1,Pooja Pau,5,"java,css,c",BR15,82,Intern HR,"javascript,seo,nodejs,tableau",Junagadh
1,Pooja Pau,5,"java,css,c",BR15,83,Trainee Sales,"c++,seo,java,nodejs",Tumkur
1,Pooja Pau,5,"java,css,c",BR15,84,Trainee Consulting,"sales,seo,finance,css",Adoni
1,Pooja Pau,5,"java,css,c",BR15,85,Trainee HR,"tableau,marketing",Mahbubnagar
1,Pooja Pau,5,"java,css,c",BR15,86,Assistant IT,"powerbi,seo,tableau",Srikakulam
1,Pooja Pau,5,"java,css,c",BR15,87,Assistant Marketing,"powerbi,excel,c++,ml",Bhiwandi
1,Pooja Pau,5,"java,css,c",BR15,88,Assistant Marketing,"javascript,seo,marketing,tableau",Lucknow
1,Pooja Pau,5,"java,css,c",BR15,89,Intern Finance,"marketing,sql,css,seo",Nadiad
1,Pooja Pau,5,"java,css,c",BR15,90,Intern Finance,"react,nodejs,ml",Bettiah
1,Pooja Pau,5,"java,css,c",BR15,91,Intern Finance,"sales,finance,react,javascript",Ramgarh
1,Pooja Pau,5,"java,css,c",BR15,92,Intern Consulting,"python,marketing,excel",Bhiwandi
1,Pooja Pau,5,"java,css,c",BR15,93,Intern IT,"sql,c,negotiation",Narasaraopet
1,Pooja Pau,5,"java,css,c",BR15,94,Intern Consulting,"seo,negotiation",Barasat
1,Pooja Pau,5,"java,css,c",BR15,95,Trainee Finance,"powerbi,c++",Jamalpur
1,Pooja Pau,5,"java,css,c",BR15,96,Assistant Data Science,"finance,javascript",Bharatpur
1,Pooja Pau,5,"java,css,c",BR15,97,Intern Sales,"nodejs,ml",Chandigarh
1,Pooja Pau,5,"java,css,c",BR15,98,Trainee Finance,"marketing,c",Panvel
1,Pooja Pau,5,"java,css,c",BR15,99,Trainee HR,"communication,sales,marketing",Shahjahanpur
1,Pooja Pau,5,"java,css,c",BR15,100,Intern Finance,"c++,javascript,css,python",Udupi
1,Pooja Pau,5,"java,css,c",BR15,101,Assistant Marketing,"tableau,java,communication",Kakinada
1,Pooja Pau,5,"java,css,c",BR15,102,Assistant HR,"css,marketing,powerbi,negotiation",Dhanbad
1,Pooja Pau,5,"java,css,c",BR15,103,Trainee Consulting,"python,ml,powerbi",Bhiwani
1,Pooja Pau,5,"java,css,c",BR15,104,Assistant Sales,"sales,python,negotiation,javascript",Mahbubnagar
1,Pooja Pau,5,"java,css,c",BR15,105,Assistant Sales,"c,sql,sales,css",Junagadh
1,Pooja Pau,5,"java,css,c",BR15,106,Trainee Finance,"c++,c",Kavali
1,Pooja Pau,5,"java,css,c",BR15,107,Trainee Consulting,"marketing,seo",Rajkot
1,Pooja Pau,5,"java,css,c",BR15,108,Trainee IT,"ml,python,tableau,communication",Tiruppur
1,Pooja Pau,5,"java,css,c",BR15,109,Intern Data Science,"c,html,javascript",Saharanpur
1,Pooja Pau,5,"java,css,c",BR15,110,Assistant IT,"ml,marketing,c",Gandhinagar
1,Pooja Pau,5,"java,css,c",BR15,111,Intern IT,"html,sql,sales,ml",Shahjahanpur
1,Pooja Pau,5,"java,css,c",BR15,112,Intern HR,"seo,nodejs,tableau,ml",Adoni
1,Pooja Pau,5,"java,css,c",BR15,113,Assistant Consulting,"marketing,javascript",Barasat
1,Pooja Pau,5,"java,css,c",BR15,114,Assistant Marketing,"tableau,ml,excel,sql",Satara
1,Pooja Pau,5,"java,css,c",BR15,115,Intern IT,"nodejs,python",Bhavnagar
1,Pooja Pau,5,"java,css,c",BR15,116,Trainee Data Science,"css,java",Mango
1,Pooja Pau,5,"java,css,c",BR15,117,Trainee Data Science,"sales,c++,html,excel",Avadi
1,Pooja Pau,5,"java,css,c",BR15,118,Intern Data Science,"css,tableau,java,nodejs",Surendranagar Dudhrej
1,Pooja Pau,5,"java,css,c",BR15,119,Intern Sales,"communication,tableau",Bhubaneswar
1,Pooja Pau,5,"java,css,c",BR15,120,Trainee Sales,"powerbi,sales,finance,nodejs",Tiruppur
1,Pooja Pau,5,"java,css,c",BR15,121,Assistant Marketing,"seo,marketing",Khammam
1,Pooja Pau,5,"java,css,c",BR15,122,Intern HR,"marketing,nodejs",Anand
1,Pooja Pau,5,"java,css,c",BR15,123,Intern Finance,"excel,seo",Madurai
1,Pooja Pau,5,"java,css,c",BR15,124,Assistant HR,"powerbi,html,nodejs",Khora 
1,Pooja Pau,5,"java,css,c",BR15,125,Intern Consulting,"c++,excel,tableau,css",Anand
1,Pooja Pau,5,"java,css,c",BR15,126,Intern Finance,"java,finance,marketing,react",Shimla
1,Pooja Pau,5,"java,css,c",BR15,127,Trainee IT,"javascript,html,react",Gwalior
1,Pooja Pau,5,"java,css,c",BR15,128,Trainee Sales,"negotiation,c++,sql",Bharatpur
1,Pooja Pau,5,"java,css,c",BR15,129,Trainee Data Science,"react,negotiation,sql",Sasaram
1,Pooja Pau,5,"java,css,c",BR15,130,Intern Marketing,"powerbi,tableau",Moradabad
1,Pooja Pau,5,"java,css,c",BR15,131,Assistant Sales,"javascript,marketing,excel",Amravati
1,Pooja Pau,5,"java,css,c",BR15,132,Trainee Marketing,"c,javascript,html,powerbi",Jaunpur
1,Pooja Pau,5,"java,css,c",BR15,133,Trainee HR,"nodejs,c",Rourkela
1,Pooja Pau,5,"java,css,c",BR15,134,Intern Consulting,"tableau,c,marketing",Sultan Pur Majra
1,Pooja Pau,5,"java,css,c",BR15,135,Trainee Data Science,"negotiation,seo,marketing",Nandyal
1,Pooja Pau,5,"java,css,c",BR15,136,Intern Consulting,"java,javascript,css",Hapur
1,Pooja Pau,5,"java,css,c",BR15,137,Trainee Sales,"marketing,javascript",Nizamabad
1,Pooja Pau,5,"java,css,c",BR15,138,Intern Finance,"sales,nodejs,css",Karimnagar
1,Pooja Pau,5,"java,css,c",BR15,139,Trainee Data Science,"communication,java,css",Hajipur
1,Pooja Pau,5,"java,css,c",BR15,140,Intern HR,"c,negotiation",Raichur
1,Pooja Pau,5,"java,css,c",BR15,141,Assistant HR,"excel,react,javascript,css",Chapra
1,Pooja Pau,5,"java,css,c",BR15,142,Intern Data Science,"sql,nodejs,ml",Jorhat
1,Pooja Pau,5,"java,css,c",BR15,143,Trainee Finance,"excel,tableau",Patiala
1,Pooja Pau,5,"java,css,c",BR15,144,Intern Marketing,"c++,css,react,negotiation",Belgaum
1,Pooja Pau,5,"java,css,c",BR15,145,Assistant HR,"marketing,seo,ml,powerbi",Tiruvottiyur
1,Pooja Pau,5,"java,css,c",BR15,146,Trainee IT,"excel,communication,nodejs,html",Shivpuri
1,Pooja Pau,5,"java,css,c",BR15,147,Assistant Marketing,"react,python",Hindupur
1,Pooja Pau,5,"java,css,c",BR15,148,Trainee Data Science,"java,javascript,negotiation",Hapur
1,Pooja Pau,5,"java,css,c",BR15,149,Intern Finance,"html,seo,css",Kadapa
1,Pooja Pau,5,"java,css,c",BR15,150,Assistant Consulting,"ml,python",Siwan
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,1,Intern IT,"ml,nodejs",Kochi
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,2,Assistant IT,"nodejs,excel",Hyderabad
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,3,Trainee IT,"sql,tableau",Kochi
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,4,Assistant Finance,"css,python,java,marketing",Navi Mumbai
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,5,Intern Consulting,"react,html,powerbi,python",Hubli–Dharwad
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,6,Assistant HR,"finance,marketing,html",Kulti
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,7,Intern Data Science,"html,python,negotiation",Machilipatnam
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,8,Trainee Data Science,"communication,c++",Sambalpur
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,9,Trainee Marketing,"java,c,ml,tableau",Tirupati
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,10,Trainee Finance,"java,ml,sales",Bhusawal
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,11,Trainee Finance,"sales,nodejs,seo,powerbi",Mau
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,12,Intern Consulting,"marketing,tableau,css",Kochi
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,13,Trainee Sales,"react,javascript",Ongole
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,14,Assistant Data Science,"c,powerbi,react",Ongole
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,15,Intern Data Science,"tableau,nodejs,java,negotiation",Bhiwani
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,16,Assistant Marketing,"react,tableau,sql,marketing",Burhanpur
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,17,Trainee HR,"tableau,communication",Aligarh
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,18,Trainee Sales,"marketing,communication,ml",Dhule
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,19,Intern Consulting,"negotiation,javascript,c++,nodejs",Aurangabad
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,20,Trainee IT,"c,python",Rajkot
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,21,Trainee Sales,"tableau,sales,negotiation",Hazaribagh
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,22,Trainee HR,"css,c++",Motihari
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,23,Assistant Sales,"negotiation,c",Gurgaon
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,24,Trainee Sales,"finance,css,sql",Sambhal
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,25,Intern Marketing,"finance,marketing,c++",Moradabad
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,26,Intern HR,"tableau,seo",Orai
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,27,Assistant Consulting,"tableau,html,python",Proddatur
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,28,Assistant Finance,"sql,powerbi,ml",Mira-Bhayandar
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,29,Trainee HR,"html,c++,javascript,c",Gwalior
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,30,Assistant Finance,"sql,java,python,tableau",Bhilwara
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,31,Assistant Finance,"html,marketing",Ludhiana
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,32,Intern HR,"css,sql,seo,sales",Malegaon
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,33,Trainee HR,"communication,negotiation,powerbi,marketing",Hosur
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,34,Trainee Data Science,"finance,html",Bhimavaram
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,35,Intern Consulting,"seo,powerbi,react",Yamunanagar
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,36,Intern Marketing,"seo,sql",Karaikudi
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,37,Intern Marketing,"negotiation,sales,communication",Shivpuri
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,38,Assistant Consulting,"sql,react,sales,ml",Kadapa
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,39,Intern HR,"c++,nodejs,tableau,negotiation",Bareilly
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,40,Trainee Sales,"python,sales,react,c++",Jamnagar
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,41,Intern Finance,"nodejs,communication,c++",Dhanbad
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,42,Assistant Marketing,"java,sql,c++,ml",Malegaon
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,43,Assistant Finance,"seo,html,sql,nodejs",North Dumdum
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,44,Trainee HR,"python,sql",Nellore
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,45,Assistant IT,"seo,css,react,javascript",Srikakulam
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,46,Intern HR,"sql,excel,java,sales",Bhusawal
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,47,Assistant IT,"java,html",Ludhiana
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,48,Assistant Data Science,"marketing,java",Kalyan-Dombivli
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,49,Trainee IT,"c++,powerbi",Kolhapur
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,50,Intern Marketing,"c++,negotiation,nodejs,html",Gaya
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,51,Trainee HR,"ml,c",Dindigul
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,52,Assistant Consulting,"finance,c++",Mysore
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,53,Assistant HR,"seo,java",Bihar Sharif
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,54,Trainee Consulting,"sql,negotiation",Guntur
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,55,Intern Finance,"tableau,ml",Kishanganj
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,56,Intern IT,"negotiation,c",Junagadh
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,57,Intern Finance,"ml,java,marketing",Visakhapatnam
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,58,Intern Finance,"c++,powerbi,css,excel",Bhind
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,59,Intern HR,"negotiation,c",Dhanbad
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,60,Intern Consulting,"tableau,marketing,excel,javascript",Gwalior
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,61,Assistant HR,"powerbi,css",Tiruppur
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,62,Trainee Sales,"nodejs,finance,excel",Bidar
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,63,Assistant IT,"c,finance,react,marketing",Indore
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,64,Assistant Data Science,"powerbi,tableau,c,java",Tinsukia
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,65,Intern IT,"c++,react,finance,html",Bikaner
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,66,Intern Finance,"html,react,css,ml",Muzaffarpur
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,67,Trainee HR,"marketing,tableau,seo,sql",Bhubaneswar
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,68,Intern Consulting,"css,sql,seo,nodejs",Chennai
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,69,Trainee Sales,"finance,sql,marketing",Tiruchirappalli
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,70,Assistant Sales,"communication,nodejs",Motihari
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,71,Intern Finance,"seo,c++,marketing",Noida
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,72,Assistant Data Science,"sql,tableau,communication,excel",Sonipat
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,73,Assistant Consulting,"negotiation,marketing,c",Bikaner
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,74,Assistant Finance,"excel,c,c++",Nashik
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,75,Intern Marketing,"nodejs,marketing,seo,communication",Anantapuram
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,76,Trainee HR,"sales,python,javascript,java",Davanagere
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,77,Intern Finance,"html,powerbi",Hindupur
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,78,Trainee Consulting,"excel,react,python,sales",Imphal
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,79,Assistant Sales,"c,react,sql,finance",Muzaffarnagar
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,80,Assistant HR,"nodejs,react",Bhiwani
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,81,Assistant HR,"powerbi,java,css",Amaravati
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,82,Intern HR,"javascript,seo,nodejs,tableau",Junagadh
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,83,Trainee Sales,"c++,seo,java,nodejs",Tumkur
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,84,Trainee Consulting,"sales,seo,finance,css",Adoni
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,85,Trainee HR,"tableau,marketing",Mahbubnagar
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,86,Assistant IT,"powerbi,seo,tableau",Srikakulam
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,87,Assistant Marketing,"powerbi,excel,c++,ml",Bhiwandi
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,88,Assistant Marketing,"javascript,seo,marketing,tableau",Lucknow
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,89,Intern Finance,"marketing,sql,css,seo",Nadiad
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,90,Intern Finance,"react,nodejs,ml",Bettiah
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,91,Intern Finance,"sales,finance,react,javascript",Ramgarh
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,92,Intern Consulting,"python,marketing,excel",Bhiwandi
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,93,Intern IT,"sql,c,negotiation",Narasaraopet
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,94,Intern Consulting,"seo,negotiation",Barasat
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,95,Trainee Finance,"powerbi,c++",Jamalpur
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,96,Assistant Data Science,"finance,javascript",Bharatpur
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,97,Intern Sales,"nodejs,ml",Chandigarh
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,98,Trainee Finance,"marketing,c",Panvel
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,99,Trainee HR,"communication,sales,marketing",Shahjahanpur
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,100,Intern Finance,"c++,javascript,css,python",Udupi
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,101,Assistant Marketing,"tableau,java,communication",Kakinada
2,Kamala Purohit,21,"sales,communication,sql,powerbi,ml",MH01,102,Assistant HR,"css,marketing,powerbi,negotiation",Dhanbad
